"Ano","Unidade da Federação","Qtde Contribuintes Empregados","Quantidade de Vínculos","Vl Remuneração (R$)","Número Médio Mensal Cont Emprg","Estatísticas Cont Empregado"
"2008","Pernambuco","1273073","1534219","10687795945,61","908179","Qtde Contribuintes Empregados"
"2008","Alagoas","386877","469150","2922389935,85","270239","Qtde Contribuintes Empregados"
"2008","Sergipe","335162","413742","3189722663,14","250487","Qtde Contribuintes Empregados"
"2008","Bahia","2068705","2472032","19301365886,38","1521154","Qtde Contribuintes Empregados"
"2008","Minas Gerais","4979942","6283974","46280967825,94","3637694","Qtde Contribuintes Empregados"
"2008","Espírito Santo","937136","1211356","9231941833,30","680021","Qtde Contribuintes Empregados"
"2008","Rio de Janeiro","3773427","4578137","51882266541,19","2767048","Qtde Contribuintes Empregados"
"2008","São Paulo","13501593","16953793","199263169427,50","10117576","Qtde Contribuintes Empregados"
"2008","Paraná","2875637","3645172","29573773971,41","2130747","Qtde Contribuintes Empregados"
"2008","Santa Catarina","2112297","2710681","21798978207,50","1577586","Qtde Contribuintes Empregados"
"2008","Rio Grande do Sul","2792290","3503714","31931774663,13","2100021","Qtde Contribuintes Empregados"
"2008","Mato Grosso do Sul","573453","740433","4851377437,38","401603","Qtde Contribuintes Empregados"
"2008","Mato Grosso","743157","958714","6171204388,86","498591","Qtde Contribuintes Empregados"
"2008","Goiás","1289893","1600813","11087228972,70","898514","Qtde Contribuintes Empregados"
"2008","Distrito Federal","805931","979924","12535626861,80","582548","Qtde Contribuintes Empregados"
"2008","Ignorado","119571","123571","527387387,01","60462","Qtde Contribuintes Empregados"
"2007","Rondônia","241994","279637","1811443171,77","165180","Qtde Contribuintes Empregados"
"2007","Acre","85414","102292","692080253,57","57236","Qtde Contribuintes Empregados"
"2007","Amazonas","472223","580697","4707435227,73","325119","Qtde Contribuintes Empregados"
"2007","Roraima","55107","65549","459328468,12","38250","Qtde Contribuintes Empregados"
"2007","Pará","820528","965321","6273477814,12","552311","Qtde Contribuintes Empregados"
"2007","Amapá","77351","86890","606977688,53","49724","Qtde Contribuintes Empregados"
"2007","Tocantins","213251","242096","1597492175,64","150457","Qtde Contribuintes Empregados"
"2007","Maranhão","445399","532090","3120826598,72","308101","Qtde Contribuintes Empregados"
"2007","Piauí","272686","316215","1888125049,28","199966","Qtde Contribuintes Empregados"
"2007","Ceará","1068654","1257345","7195198603,11","783797","Qtde Contribuintes Empregados"
"2007","Rio Grande do Norte","498757","583573","3715983824,97","363811","Qtde Contribuintes Empregados"
"2007","Paraíba","422519","496184","2850009324,32","316500","Qtde Contribuintes Empregados"
"2007","Pernambuco","1169751","1386835","8941932545,25","830415","Qtde Contribuintes Empregados"
"2007","Alagoas","357617","444239","2421061799,55","247378","Qtde Contribuintes Empregados"
"2007","Sergipe","317293","369414","2764040718,06","231750","Qtde Contribuintes Empregados"
"2007","Bahia","1884454","2267354","15536045826,94","1357214","Qtde Contribuintes Empregados"
"2007","Minas Gerais","4535851","5655869","38037001916,25","3279473","Qtde Contribuintes Empregados"
"2007","Espírito Santo","856692","1123352","7388814578,19","614084","Qtde Contribuintes Empregados"
"2007","Rio de Janeiro","3581163","4299095","44351752319,88","2576648","Qtde Contribuintes Empregados"
"2007","São Paulo","12507666","15218860","171748472909,75","9322797","Qtde Contribuintes Empregados"
"2007","Paraná","2615652","3291878","24699146161,28","1936102","Qtde Contribuintes Empregados"
"2007","Santa Catarina","1994138","2507158","18911282310,88","1478820","Qtde Contribuintes Empregados"
"2007","Rio Grande do Sul","2594561","3178336","27654480791,28","1945371","Qtde Contribuintes Empregados"
"2007","Mato Grosso do Sul","501082","647393","3767979533,53","348691","Qtde Contribuintes Empregados"
"2007","Mato Grosso","653278","832882","4951194529,29","437271","Qtde Contribuintes Empregados"
"2007","Goiás","1149245","1433076","8822710954,36","790404","Qtde Contribuintes Empregados"
"2007","Distrito Federal","747580","874584","11072280661,84","536913","Qtde Contribuintes Empregados"
"2007","Ignorado","86152","121019","478231920,45","62840","Qtde Contribuintes Empregados"
"2009","Rondônia","298919","365986","2719729944,36","200328","Qtde Contribuintes Empregados"
"2009","Acre","103077","127717","977684842,81","68328","Qtde Contribuintes Empregados"
"2009","Amazonas","538090","653449","6328692100,92","373471","Qtde Contribuintes Empregados"
"2009","Roraima","64911","76800","630755092,37","45160","Qtde Contribuintes Empregados"
"2009","Pará","918639","1068904","8562122357,82","622249","Qtde Contribuintes Empregados"
"2009","Amapá","91272","109838","869529591,56","60600","Qtde Contribuintes Empregados"
"2009","Tocantins","236748","282458","2084156788,23","166620","Qtde Contribuintes Empregados"
"2009","Maranhão","551971","650096","4713896017,80","378093","Qtde Contribuintes Empregados"
"2009","Piauí","330725","399681","2816507033,36","243903","Qtde Contribuintes Empregados"
"2009","Ceará","1269991","1489677","10245695945,86","920800","Qtde Contribuintes Empregados"
"2009","Rio Grande do Norte","548665","648029","5011814016,60","401620","Qtde Contribuintes Empregados"
"2009","Paraíba","482410","570059","3940542769,35","358566","Qtde Contribuintes Empregados"
"2009","Pernambuco","1360019","1657333","12562274751,44","963665","Qtde Contribuintes Empregados"
"2009","Alagoas","396099","482180","3323937277,69","274691","Qtde Contribuintes Empregados"
"2009","Sergipe","345593","415101","3635754110,43","255390","Qtde Contribuintes Empregados"
"2009","Bahia","2188869","2583846","22144638744,69","1576573","Qtde Contribuintes Empregados"
"2009","Minas Gerais","5089339","6452912","51490182264,75","3698116","Qtde Contribuintes Empregados"
"2009","Espírito Santo","965103","1209384","10387067582,20","695572","Qtde Contribuintes Empregados"
"2009","Rio de Janeiro","3933168","4760948","58993780457,19","2891090","Qtde Contribuintes Empregados"
"2009","São Paulo","13811276","17147167","218908487292,75","10350015","Qtde Contribuintes Empregados"
"2009","Paraná","2968625","3721522","33348439072,84","2202814","Qtde Contribuintes Empregados"
"2009","Santa Catarina","2173286","2788880","24590695246,19","1628404","Qtde Contribuintes Empregados"
"2009","Rio Grande do Sul","2856063","3539888","35029398002,50","2145423","Qtde Contribuintes Empregados"
"2009","Mato Grosso do Sul","581408","730373","5470761611,94","409391","Qtde Contribuintes Empregados"
"2009","Mato Grosso","783090","1008381","7216133162,47","531548","Qtde Contribuintes Empregados"
"2009","Goiás","1376233","1696104","12859005475,11","952484","Qtde Contribuintes Empregados"
"2009","Distrito Federal","850769","1055791","14083331835,56","611374","Qtde Contribuintes Empregados"
"2009","Ignorado","78740","93491","646196549,79","57429","Qtde Contribuintes Empregados"
"2010","Ignorado","84223","100893","770060135,99","60500","Qtde Contribuintes Empregados"
"2010","Alagoas","435877","535009","3967357295,30","301620","Qtde Contribuintes Empregados"
"2010","Amazonas","583547","725711","7397775608,38","409275","Qtde Contribuintes Empregados"
"2010","Bahia","2367845","2832963","26230853023,88","1729035","Qtde Contribuintes Empregados"
"2010","Ceará","1388305","1656401","12291527269,88","1017294","Qtde Contribuintes Empregados"
"2010","Mato Grosso do Sul","622867","796351","6493707961,06","443912","Qtde Contribuintes Empregados"
"2010","Espírito Santo","1021840","1303235","12170334842,44","747092","Qtde Contribuintes Empregados"
"2010","Goiás","1491248","1864166","15324103221,66","1041531","Qtde Contribuintes Empregados"
"2010","Maranhão","610077","738601","5748039165,18","417466","Qtde Contribuintes Empregados"
"2010","Mato Grosso","829751","1066685","8502081811,88","573114","Qtde Contribuintes Empregados"
"2010","Minas Gerais","5436772","7071143","60711697039,44","4004107","Qtde Contribuintes Empregados"
"2010","Pará","990077","1162295","10234262855,38","684962","Qtde Contribuintes Empregados"
"2010","Paraíba","525337","624023","4834400924,32","400495","Qtde Contribuintes Empregados"
"2010","Paraná","3164175","4065990","39184138488,38","2359025","Qtde Contribuintes Empregados"
"2010","Pernambuco","1529648","1904371","15649493162,23","1090000","Qtde Contribuintes Empregados"
"2010","Piauí","367957","443697","3467834244,52","275632","Qtde Contribuintes Empregados"
"2010","Rio de Janeiro","4307287","5302821","68319067421,06","3135502","Qtde Contribuintes Empregados"
"2010","Rio Grande do Norte","590834","704671","5944212647,67","438055","Qtde Contribuintes Empregados"
"2010","Rio Grande do Sul","3072164","3930697","40794326448,88","2315864","Qtde Contribuintes Empregados"
"2010","Santa Catarina","2302962","3016468","28805216994,75","1744164","Qtde Contribuintes Empregados"
"2010","São Paulo","14742954","18763351","250940365491,00","11103143","Qtde Contribuintes Empregados"
"2010","Sergipe","372033","456014","4299672766,61","274982","Qtde Contribuintes Empregados"
"2010","Distrito Federal","912596","1138680","15953418593,73","658523","Qtde Contribuintes Empregados"
"2010","Acre","114763","144680","1163012696,46","74972","Qtde Contribuintes Empregados"
"2010","Amapá","100910","117697","1060096410,22","67542","Qtde Contribuintes Empregados"
"2010","Rondônia","351563","439056","3709767260,87","236137","Qtde Contribuintes Empregados"
"2010","Roraima","75456","91051","811669953,11","54411","Qtde Contribuintes Empregados"
"2010","Tocantins","256148","310352","2521919753,01","183606","Qtde Contribuintes Empregados"
"2011","Ignorado","85855","106671","948143370,39","61481","Qtde Contribuintes Empregados"
"2011","Alagoas","472081","592005","4729394136,99","335744","Qtde Contribuintes Empregados"
"2011","Amazonas","647794","817581","8941848302,48","464222","Qtde Contribuintes Empregados"
"2011","Bahia","2525133","3047593","30407382942,31","1852719","Qtde Contribuintes Empregados"
"2011","Ceará","1511814","1823340","14781710066,70","1123245","Qtde Contribuintes Empregados"
"2011","Mato Grosso do Sul","674646","882306","7833485444,31","484076","Qtde Contribuintes Empregados"
"2011","Espírito Santo","1069205","1376478","14067403381,63","792327","Qtde Contribuintes Empregados"
"2011","Goiás","1613528","2057071","18256488216,56","1134662","Qtde Contribuintes Empregados"
"2011","Maranhão","654094","807911","7089087360,45","459899","Qtde Contribuintes Empregados"
"2011","Mato Grosso","888371","1177626","10004394322,44","616374","Qtde Contribuintes Empregados"
"2011","Minas Gerais","5757020","7602598","71534396026,50","4286327","Qtde Contribuintes Empregados"
"2011","Pará","1085749","1301090","12303840430,97","756149","Qtde Contribuintes Empregados"
"2011","Paraíba","566913","686608","5535073158,22","424272","Qtde Contribuintes Empregados"
"2011","Paraná","3342154","4358281","45939945705,56","2514350","Qtde Contribuintes Empregados"
"2011","Pernambuco","1683912","2123360","19281585325,81","1217838","Qtde Contribuintes Empregados"
"2011","Piauí","390437","472244","4040379518,96","294366","Qtde Contribuintes Empregados"
"2011","Rio de Janeiro","4529741","5703784","80722916638,00","3368040","Qtde Contribuintes Empregados"
"2011","Rio Grande do Norte","616591","743523","6741343263,05","460848","Qtde Contribuintes Empregados"
"2011","Rio Grande do Sul","3248407","4229594","47451905072,38","2476577","Qtde Contribuintes Empregados"
"2011","Santa Catarina","2417008","3218186","33506203992,06","1850357","Qtde Contribuintes Empregados"
"2011","São Paulo","15567384","20104291","290343067256,50","11839542","Qtde Contribuintes Empregados"
"2011","Sergipe","397876","487035","5088622293,66","300699","Qtde Contribuintes Empregados"
"2011","Distrito Federal","966691","1222800","18272738012,47","700244","Qtde Contribuintes Empregados"
"2011","Acre","119121","149800","1310531636,16","78848","Qtde Contribuintes Empregados"
"2011","Amapá","108608","129547","1183841969,57","71047","Qtde Contribuintes Empregados"
"2011","Rondônia","385717","485055","4659770419,61","261846","Qtde Contribuintes Empregados"
"2011","Roraima","83621","105463","933939104,84","59185","Qtde Contribuintes Empregados"
"2011","Tocantins","272126","344461","2798019291,20","186988","Qtde Contribuintes Empregados"
"2012","Rondônia","395936","494166","5412693123,66","276567","Qtde Contribuintes Empregados"
"2012","Acre","125018","153584","1642497664,61","88311","Qtde Contribuintes Empregados"
"2012","Amazonas","676975","843156","10225357327,95","492538","Qtde Contribuintes Empregados"
"2012","Roraima","89896","113205","1106729359,14","64017","Qtde Contribuintes Empregados"
"2012","Pará","1195892","1441526","16220997877,53","876803","Qtde Contribuintes Empregados"
"2012","Amapá","116822","139193","1482905766,08","79420","Qtde Contribuintes Empregados"
"2012","Tocantins","280518","346730","3410286120,69","205040","Qtde Contribuintes Empregados"
"2012","Maranhão","717832","879993","9020521688,47","525833","Qtde Contribuintes Empregados"
"2012","Piauí","408141","492580","4785551665,89","315546","Qtde Contribuintes Empregados"
"2012","Ceará","1587324","1919188","17907923699,47","1201538","Qtde Contribuintes Empregados"
"2012","Rio Grande do Norte","634644","765807","7837359494,64","481622","Qtde Contribuintes Empregados"
"2012","Paraíba","613024","747194","6869669673,52","472135","Qtde Contribuintes Empregados"
"2012","Pernambuco","1812040","2283469","23830285598,72","1344744","Qtde Contribuintes Empregados"
"2012","Alagoas","500005","625259","5603331266,47","360642","Qtde Contribuintes Empregados"
"2012","Sergipe","418783","512352","6103258965,96","321766","Qtde Contribuintes Empregados"
"2012","Bahia","2644177","3195682","36007826361,31","1987195","Qtde Contribuintes Empregados"
"2012","Minas Gerais","5978978","7784034","83494255525,63","4514749","Qtde Contribuintes Empregados"
"2012","Espírito Santo","1116322","1450576","16353414514,48","834028","Qtde Contribuintes Empregados"
"2012","Rio de Janeiro","4758898","6031638","95084792806,13","3616337","Qtde Contribuintes Empregados"
"2012","São Paulo","16046593","20694128","330714600112,50","12353020","Qtde Contribuintes Empregados"
"2012","Paraná","3473632","4565933","53267357922,81","2644206","Qtde Contribuintes Empregados"
"2012","Santa Catarina","2492476","3340671","38834330483,38","1941318","Qtde Contribuintes Empregados"
"2012","Rio Grande do Sul","3360513","4383975","54397379664,69","2572163","Qtde Contribuintes Empregados"
"2012","Mato Grosso do Sul","720082","936751","9472191312,03","523013","Qtde Contribuintes Empregados"
"2012","Mato Grosso","948257","1265094","12189161782,53","668975","Qtde Contribuintes Empregados"
"2012","Goiás","1704861","2162635","21868493487,31","1218212","Qtde Contribuintes Empregados"
"2012","Distrito Federal","1010178","1285620","20388852362,75","746749","Qtde Contribuintes Empregados"
"2012","Ignorado","84839","108614","1060928764,68","60513","Qtde Contribuintes Empregados"
"2013","Rondônia","393976","489821","5736333956,68","274859","Qtde Contribuintes Empregados"
"2013","Acre","130269","157005","1850875564,54","90320","Qtde Contribuintes Empregados"
"2013","Amazonas","705645","878309","11261319874,19","499853","Qtde Contribuintes Empregados"
"2013","Roraima","90667","114472","1173622132,79","61703","Qtde Contribuintes Empregados"
"2013","Pará","1263867","1515975","17837611356,69","870423","Qtde Contribuintes Empregados"
"2013","Amapá","120753","143559","1605357345,65","78938","Qtde Contribuintes Empregados"
"2013","Tocantins","293994","372670","3720468368,70","204976","Qtde Contribuintes Empregados"
"2013","Maranhão","745917","919070","9893656779,20","524289","Qtde Contribuintes Empregados"
"2013","Piauí","441381","535070","5510590055,03","330707","Qtde Contribuintes Empregados"
"2013","Ceará","1673119","2072365","20346727990,81","1230365","Qtde Contribuintes Empregados"
"2013","Rio Grande do Norte","658970","802798","8744909503,45","490313","Qtde Contribuintes Empregados"
"2013","Paraíba","650107","793089","7799124241,13","485180","Qtde Contribuintes Empregados"
"2013","Pernambuco","1876582","2350925","26715026511,38","1363178","Qtde Contribuintes Empregados"
"2013","Alagoas","499574","620449","5954959948,68","350351","Qtde Contribuintes Empregados"
"2013","Sergipe","432080","527055","6689594380,97","323908","Qtde Contribuintes Empregados"
"2013","Bahia","2694812","3249924","39232578361,56","1976049","Qtde Contribuintes Empregados"
"2013","Minas Gerais","6125943","7909159","93018683610,88","4598692","Qtde Contribuintes Empregados"
"2013","Espírito Santo","1147529","1502367","18138240679,25","849499","Qtde Contribuintes Empregados"
"2013","Rio de Janeiro","4925777","6270030","107450896874,88","3709867","Qtde Contribuintes Empregados"
"2013","São Paulo","16443614","21060527","367120451364,00","12599214","Qtde Contribuintes Empregados"
"2013","Paraná","3602034","4711582","60511907107,44","2736097","Qtde Contribuintes Empregados"
"2013","Santa Catarina","2590580","3459416","44120575289,75","2009621","Qtde Contribuintes Empregados"
"2013","Rio Grande do Sul","3465256","4492445","62061229045,63","2654397","Qtde Contribuintes Empregados"
"2013","Mato Grosso do Sul","754689","982053","11049824209,56","544721","Qtde Contribuintes Empregados"
"2013","Mato Grosso","1011083","1344260","14316530210,03","707494","Qtde Contribuintes Empregados"
"2013","Goiás","1794124","2287287","25206817301,91","1273385","Qtde Contribuintes Empregados"
"2013","Distrito Federal","1046742","1338274","23144368351,31","772267","Qtde Contribuintes Empregados"
"2013","Ignorado","108805","152523","1407294449,37","73269","Qtde Contribuintes Empregados"
"2014","Rondônia","397831","468311","6298901338,08","283705","Qtde Contribuintes Empregados"
"2014","Acre","135685","159247","2122325734,29","97466","Qtde Contribuintes Empregados"
"2014","Amazonas","691505","852361","11992299378,31","501146","Qtde Contribuintes Empregados"
"2014","Roraima","92579","109348","1333374288,93","65882","Qtde Contribuintes Empregados"
"2014","Pará","1269503","1490988","20557637894,59","923440","Qtde Contribuintes Empregados"
"2014","Amapá","126472","148350","1864017040,70","85881","Qtde Contribuintes Empregados"
"2014","Tocantins","311559","365733","4406712621,30","224549","Qtde Contribuintes Empregados"
"2014","Maranhão","734650","883624","10798711683,95","540196","Qtde Contribuintes Empregados"
"2014","Piauí","462722","536225","6366264743,60","355284","Qtde Contribuintes Empregados"
"2014","Ceará","1694890","2102641","23182258697,72","1286654","Qtde Contribuintes Empregados"
"2014","Rio Grande do Norte","681317","795804","10008639129,16","519336","Qtde Contribuintes Empregados"
"2014","Paraíba","665383","799547","8999468900,56","517345","Qtde Contribuintes Empregados"
"2014","Pernambuco","1916764","2353480","30037631966,66","1434213","Qtde Contribuintes Empregados"
"2014","Alagoas","495208","619864","6659115371,72","362532","Qtde Contribuintes Empregados"
"2014","Sergipe","455737","524070","7802554959,80","351378","Qtde Contribuintes Empregados"
"2014","Bahia","2690108","3271878","43067653215,94","2034891","Qtde Contribuintes Empregados"
"2014","Minas Gerais","6129133","8016639","101489622255,88","4657234","Qtde Contribuintes Empregados"
"2014","Espírito Santo","1130412","1464387","19698019755,66","858152","Qtde Contribuintes Empregados"
"2014","Rio de Janeiro","4990018","6298903","121721138348,13","3803042","Qtde Contribuintes Empregados"
"2014","São Paulo","16915600","20883643","416148912539,50","13117108","Qtde Contribuintes Empregados"
"2014","Paraná","3626235","4650600","67140451230,88","2792155","Qtde Contribuintes Empregados"
"2014","Santa Catarina","2715250","3506097","50822549266,25","2126545","Qtde Contribuintes Empregados"
"2014","Rio Grande do Sul","3515823","4473888","69341825004,25","2718098","Qtde Contribuintes Empregados"
"2014","Mato Grosso do Sul","741682","975985","11965828273,56","545317","Qtde Contribuintes Empregados"
"2014","Mato Grosso","1026382","1365508","16225244809,38","736076","Qtde Contribuintes Empregados"
"2014","Goiás","1789786","2315878","27856669231,81","1295768","Qtde Contribuintes Empregados"
"2014","Distrito Federal","1143503","1369656","28964797861,56","857061","Qtde Contribuintes Empregados"
"2014","Ignorado","79391","123056","1172432490,44","56883","Qtde Contribuintes Empregados"
"2015","Rondônia","377009","442358","6303927229,05","270984","Qtde Contribuintes Empregados"
"2015","Acre","133425","154172","2198285607,90","95651","Qtde Contribuintes Empregados"
"2015","Amazonas","661553","781435","12258154760,95","478128","Qtde Contribuintes Empregados"
"2015","Roraima","91117","108384","1410233804,40","63639","Qtde Contribuintes Empregados"
"2015","Pará","1234158","1429266","22041260375,91","908829","Qtde Contribuintes Empregados"
"2015","Amapá","110082","124292","1756285499,93","74348","Qtde Contribuintes Empregados"
"2015","Tocantins","306960","358512","4725237829,46","223619","Qtde Contribuintes Empregados"
"2015","Maranhão","708721","847926","11335363696,28","526402","Qtde Contribuintes Empregados"
"2015","Piauí","465869","542910","6965117704,30","356944","Qtde Contribuintes Empregados"
"2015","Ceará","1677216","2027716","25684617782,41","1292267","Qtde Contribuintes Empregados"
"2015","Rio Grande do Norte","657648","755920","10576718087,30","509828","Qtde Contribuintes Empregados"
"2015","Paraíba","658588","772339","9730034180,36","517413","Qtde Contribuintes Empregados"
"2015","Pernambuco","1807181","2136142","30184096351,13","1367564","Qtde Contribuintes Empregados"
"2015","Alagoas","486964","594205","7075933664,66","361130","Qtde Contribuintes Empregados"
"2015","Sergipe","442940","508563","8245295022,01","347266","Qtde Contribuintes Empregados"
"2015","Bahia","2612991","3103345","45737984085,94","2006665","Qtde Contribuintes Empregados"
"2015","Minas Gerais","5877812","7343281","106104246874,13","4523674","Qtde Contribuintes Empregados"
"2015","Espírito Santo","1087257","1355768","20577062637,19","836654","Qtde Contribuintes Empregados"
"2015","Rio de Janeiro","4808070","5862662","126540097982,00","3697640","Qtde Contribuintes Empregados"
"2015","São Paulo","16234095","19398639","436087983091,00","12728383","Qtde Contribuintes Empregados"
"2015","Paraná","3531789","4355101","72015120964,13","2749979","Qtde Contribuintes Empregados"
"2015","Santa Catarina","2674188","3304123","54900897565,25","2101714","Qtde Contribuintes Empregados"
"2015","Rio Grande do Sul","3383162","4116920","73142604660,75","2646858","Qtde Contribuintes Empregados"
"2015","Mato Grosso do Sul","722921","936201","12698238551,09","536399","Qtde Contribuintes Empregados"
"2015","Mato Grosso","998057","1280800","17348682875,84","722240","Qtde Contribuintes Empregados"
"2015","Goiás","1727349","2158003","29665407222,59","1268287","Qtde Contribuintes Empregados"
"2015","Distrito Federal","1098832","1277087","31599459952,69","840236","Qtde Contribuintes Empregados"
"2015","Ignorado","80194","113599","1283298318,83","58554","Qtde Contribuintes Empregados"
"2016","Rondônia","340550","388341","6201528484,83","251039","Qtde Contribuintes Empregados"
"2016","Acre","125155","141448","2310708873,33","94561","Qtde Contribuintes Empregados"
"2016","Amazonas","584579","676368","11822173192,61","427750","Qtde Contribuintes Empregados"
"2016","Roraima","87166","100082","1550611602,29","64288","Qtde Contribuintes Empregados"
"2016","Pará","1156261","1307663","22689047137,69","870032","Qtde Contribuintes Empregados"
"2016","Amapá","102267","114731","1757227988,40","70104","Qtde Contribuintes Empregados"
"2016","Tocantins","292314","330440","5113001432,46","220395","Qtde Contribuintes Empregados"
"2016","Maranhão","679120","787589","12070792225,81","515909","Qtde Contribuintes Empregados"
"2016","Piauí","443553","507092","7477446847,75","346492","Qtde Contribuintes Empregados"
"2016","Ceará","1589293","1863248","26982438810,25","1234308","Qtde Contribuintes Empregados"
"2016","Rio Grande do Norte","621504","706536","10957472891,45","484699","Qtde Contribuintes Empregados"
"2016","Paraíba","626200","742059","10323856509,64","500183","Qtde Contribuintes Empregados"
"2016","Pernambuco","1661539","1923268","30430379263,19","1279872","Qtde Contribuintes Empregados"
"2016","Alagoas","467607","555734","7401862899,71","350816","Qtde Contribuintes Empregados"
"2016","Sergipe","415602","467988","8474840501,07","328945","Qtde Contribuintes Empregados"
"2016","Bahia","2464724","2851308","47582371773,38","1919921","Qtde Contribuintes Empregados"
"2016","Minas Gerais","5570397","6867018","110379828193,13","4340785","Qtde Contribuintes Empregados"
"2016","Espírito Santo","1003774","1215015","20645168764,09","779012","Qtde Contribuintes Empregados"
"2016","Rio de Janeiro","4461466","5312418","125228438273,63","3433118","Qtde Contribuintes Empregados"
"2016","São Paulo","15217877","17762949","449847496731,50","12047721","Qtde Contribuintes Empregados"
"2016","Paraná","3353388","4031459","75549250413,75","2628710","Qtde Contribuintes Empregados"
"2016","Santa Catarina","2543794","3051282","57320224998,75","2006699","Qtde Contribuintes Empregados"
"2016","Rio Grande do Sul","3194628","3780725","76252966908,38","2523090","Qtde Contribuintes Empregados"
"2016","Mato Grosso do Sul","697213","875907","13751694256,06","526686","Qtde Contribuintes Empregados"
"2016","Mato Grosso","942993","1157458","18309852131,78","694733","Qtde Contribuintes Empregados"
"2016","Goiás","1632919","1975481","31221999293,56","1219971","Qtde Contribuintes Empregados"
"2016","Distrito Federal","1031293","1175748","34062718072,59","807338","Qtde Contribuintes Empregados"
"2016","Ignorado","71729","98379","1249788716,96","53701","Qtde Contribuintes Empregados"
"2015","Alagoas","486964","594205","7075933664,66","361130","Qtde Contribuintes Empregados"
"2015","Amazonas","661553","781435","12258154760,95","478128","Qtde Contribuintes Empregados"
"2015","Bahia","2612991","3103345","45737984085,94","2006665","Qtde Contribuintes Empregados"
"2015","Ceará","1677216","2027716","25684617782,41","1292267","Qtde Contribuintes Empregados"
"2015","Mato Grosso do Sul","722921","936201","12698238551,09","536399","Qtde Contribuintes Empregados"
"2015","Espírito Santo","1087257","1355768","20577062637,19","836654","Qtde Contribuintes Empregados"
"2015","Goiás","1727349","2158003","29665407222,59","1268287","Qtde Contribuintes Empregados"
"2015","Maranhão","708721","847926","11335363696,28","526402","Qtde Contribuintes Empregados"
"2015","Mato Grosso","998057","1280800","17348682875,84","722240","Qtde Contribuintes Empregados"
"2015","Minas Gerais","5877812","7343281","106104246874,13","4523674","Qtde Contribuintes Empregados"
"2015","Pará","1234158","1429266","22041260375,91","908829","Qtde Contribuintes Empregados"
"2015","Paraíba","658588","772339","9730034180,36","517413","Qtde Contribuintes Empregados"
"2015","Paraná","3531789","4355101","72015120964,13","2749979","Qtde Contribuintes Empregados"
"2015","Pernambuco","1807181","2136142","30184096351,13","1367564","Qtde Contribuintes Empregados"
"2015","Piauí","465869","542910","6965117704,30","356944","Qtde Contribuintes Empregados"
"2015","Rio de Janeiro","4808070","5862662","126540097982,00","3697640","Qtde Contribuintes Empregados"
"2015","Rio Grande do Norte","657648","755920","10576718087,30","509828","Qtde Contribuintes Empregados"
"2015","Rio Grande do Sul","3383162","4116920","73142604660,75","2646858","Qtde Contribuintes Empregados"
"2015","Santa Catarina","2674188","3304123","54900897565,25","2101714","Qtde Contribuintes Empregados"
"2015","São Paulo","16234095","19398639","436087983091,00","12728383","Qtde Contribuintes Empregados"
"2015","Sergipe","442940","508563","8245295022,01","347266","Qtde Contribuintes Empregados"
"2015","Distrito Federal","1098832","1277087","31599459952,69","840236","Qtde Contribuintes Empregados"
"2015","Acre","133425","154172","2198285607,90","95651","Qtde Contribuintes Empregados"
"2015","Amapá","110082","124292","1756285499,93","74348","Qtde Contribuintes Empregados"
"2015","Rondônia","377009","442358","6303927229,05","270984","Qtde Contribuintes Empregados"
"2015","Roraima","91117","108384","1410233804,40","63639","Qtde Contribuintes Empregados"
"2015","Tocantins","306960","358512","4725237829,46","223619","Qtde Contribuintes Empregados"
"2015","Ignorado","80194","113599","1283298318,83","58554","Qtde Contribuintes Empregados"
"2016","Alagoas","471875","557032","7455391221,59","352645","Qtde Contribuintes Empregados"
"2016","Amazonas","588326","678223","11863630913,59","429906","Qtde Contribuintes Empregados"
"2016","Bahia","2483187","2850762","47668865334,31","1925179","Qtde Contribuintes Empregados"
"2016","Ceará","1600882","1864638","27048200830,16","1238560","Qtde Contribuintes Empregados"
"2016","Mato Grosso do Sul","701601","876443","13769740374,88","527766","Qtde Contribuintes Empregados"
"2016","Espírito Santo","1015926","1222020","20904592998,25","783912","Qtde Contribuintes Empregados"
"2016","Goiás","1647054","1981219","31299404676,25","1224359","Qtde Contribuintes Empregados"
"2016","Maranhão","681665","787181","12087798491,88","517162","Qtde Contribuintes Empregados"
"2016","Mato Grosso","948782","1158282","18337719677,44","696505","Qtde Contribuintes Empregados"
"2016","Minas Gerais","5584852","6853703","110108328398,25","4330642","Qtde Contribuintes Empregados"
"2016","Pará","1162759","1309760","22724199397,41","872508","Qtde Contribuintes Empregados"
"2016","Paraíba","632693","745946","10386478557,22","504113","Qtde Contribuintes Empregados"
"2016","Paraná","3373480","4032249","75587713676,75","2631097","Qtde Contribuintes Empregados"
"2016","Pernambuco","1669272","1925000","30491357008,00","1283196","Qtde Contribuintes Empregados"
"2016","Piauí","445527","507195","7482224741,10","347289","Qtde Contribuintes Empregados"
"2016","Rio de Janeiro","4479365","5317211","125371800566,00","3440211","Qtde Contribuintes Empregados"
"2016","Rio Grande do Norte","625494","706579","10951105699,39","485232","Qtde Contribuintes Empregados"
"2016","Rio Grande do Sul","3208150","3781864","76326460801,75","2525050","Qtde Contribuintes Empregados"
"2016","Santa Catarina","2553128","3049120","57311751458,63","2006647","Qtde Contribuintes Empregados"
